year_month;uf;product;unit;volume;created_at
'2020FEV;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAR;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020ABR;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAI;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUN;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUL;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020AGO;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020SET;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020OUT;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020NOV;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020DEZ;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JAN;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;810;2023-10-20 14:46:16.368086'
'2020FEV;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;660;2023-10-20 14:46:16.368086'
'2020MAR;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;1195;2023-10-20 14:46:16.368086'
'2020ABR;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;620;2023-10-20 14:46:16.368086'
'2020MAI;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;645;2023-10-20 14:46:16.368086'
'2020JUN;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;575;2023-10-20 14:46:16.368086'
'2020JUL;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;675;2023-10-20 14:46:16.368086'
'2020AGO;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;620;2023-10-20 14:46:16.368086'
'2020SET;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;900;2023-10-20 14:46:16.368086'
'2020OUT;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;810;2023-10-20 14:46:16.368086'
'2020NOV;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;705;2023-10-20 14:46:16.368086'
'2020DEZ;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;1020;2023-10-20 14:46:16.368086'
'2020JAN;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;20;2023-10-20 14:46:16.368086'
'2020FEV;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;100;2023-10-20 14:46:16.368086'
'2020MAR;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;130;2023-10-20 14:46:16.368086'
'2020ABR;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;85;2023-10-20 14:46:16.368086'
'2020MAI;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;275;2023-10-20 14:46:16.368086'
'2020JUN;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;165;2023-10-20 14:46:16.368086'
'2020JUL;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;255;2023-10-20 14:46:16.368086'
'2020AGO;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;210;2023-10-20 14:46:16.368086'
'2020SET;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;200;2023-10-20 14:46:16.368086'
'2020OUT;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;165;2023-10-20 14:46:16.368086'
'2020NOV;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;155;2023-10-20 14:46:16.368086'
'2020DEZ;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;190;2023-10-20 14:46:16.368086'
'2020JAN;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;720;2023-10-20 14:46:16.368086'
'2020FEV;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;605;2023-10-20 14:46:16.368086'
'2020MAR;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;790;2023-10-20 14:46:16.368086'
'2020ABR;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;881;2023-10-20 14:46:16.368086'
'2020MAI;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;1124;2023-10-20 14:46:16.368086'
'2020JUN;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;696;2023-10-20 14:46:16.368086'
'2020JUL;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;1266;2023-10-20 14:46:16.368086'
'2020AGO;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;920;2023-10-20 14:46:16.368086'
'2020SET;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;1126;2023-10-20 14:46:16.368086'
'2020OUT;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;1194;2023-10-20 14:46:16.368086'
'2020NOV;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;1109;2023-10-20 14:46:16.368086'
'2020DEZ;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;1191;2023-10-20 14:46:16.368086'
'2020JAN;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;620;2023-10-20 14:46:16.368086'
'2020FEV;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;630;2023-10-20 14:46:16.368086'
'2020MAR;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;635;2023-10-20 14:46:16.368086'
'2020ABR;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;480;2023-10-20 14:46:16.368086'
'2020MAI;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;465;2023-10-20 14:46:16.368086'
'2020JUN;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;555;2023-10-20 14:46:16.368086'
'2020JUL;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;565;2023-10-20 14:46:16.368086'
'2020AGO;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;465;2023-10-20 14:46:16.368086'
'2020SET;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;469;2023-10-20 14:46:16.368086'
'2020OUT;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;751;2023-10-20 14:46:16.368086'
'2020NOV;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;1063;2023-10-20 14:46:16.368086'
'2020DEZ;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;651;2023-10-20 14:46:16.368086'
'2020JAN;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;10;2023-10-20 14:46:16.368086'
'2020FEV;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAR;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;25;2023-10-20 14:46:16.368086'
'2020ABR;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAI;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUN;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUL;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020AGO;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020SET;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020OUT;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020NOV;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020DEZ;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JAN;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;966;2023-10-20 14:46:16.368086'
'2020FEV;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;709,6;2023-10-20 14:46:16.368086'
'2020MAR;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;565;2023-10-20 14:46:16.368086'
'2020ABR;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;80;2023-10-20 14:46:16.368086'
'2020MAI;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;190;2023-10-20 14:46:16.368086'
'2020JUN;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;255;2023-10-20 14:46:16.368086'
'2020JUL;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;187;2023-10-20 14:46:16.368086'
'2020AGO;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;170;2023-10-20 14:46:16.368086'
'2020SET;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;185;2023-10-20 14:46:16.368086'
'2020OUT;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;317;2023-10-20 14:46:16.368086'
'2020NOV;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;273;2023-10-20 14:46:16.368086'
'2020DEZ;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;280;2023-10-20 14:46:16.368086'
'2020JAN;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;105;2023-10-20 14:46:16.368086'
'2020FEV;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;215;2023-10-20 14:46:16.368086'
'2020MAR;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;40;2023-10-20 14:46:16.368086'
'2020ABR;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAI;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;85;2023-10-20 14:46:16.368086'
'2020JUN;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUL;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;20;2023-10-20 14:46:16.368086'
'2020AGO;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;5;2023-10-20 14:46:16.368086'
'2020SET;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;50;2023-10-20 14:46:16.368086'
'2020OUT;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;150;2023-10-20 14:46:16.368086'
'2020NOV;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;250;2023-10-20 14:46:16.368086'
'2020DEZ;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;770;2023-10-20 14:46:16.368086'
'2020JAN;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;70;2023-10-20 14:46:16.368086'
'2020FEV;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;75;2023-10-20 14:46:16.368086'
'2020MAR;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;55;2023-10-20 14:46:16.368086'
'2020ABR;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;80;2023-10-20 14:46:16.368086'
'2020MAI;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;60;2023-10-20 14:46:16.368086'
'2020JUN;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;35;2023-10-20 14:46:16.368086'
'2020JUL;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;85;2023-10-20 14:46:16.368086'
'2020AGO;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;90;2023-10-20 14:46:16.368086'
'2020SET;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;195;2023-10-20 14:46:16.368086'
'2020OUT;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;145;2023-10-20 14:46:16.368086'
'2020NOV;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;88;2023-10-20 14:46:16.368086'
'2020DEZ;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;90;2023-10-20 14:46:16.368086'
'2020JAN;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1275;2023-10-20 14:46:16.368086'
'2020FEV;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1009;2023-10-20 14:46:16.368086'
'2020MAR;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;767;2023-10-20 14:46:16.368086'
'2020ABR;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;598;2023-10-20 14:46:16.368086'
'2020MAI;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;530;2023-10-20 14:46:16.368086'
'2020JUN;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;264;2023-10-20 14:46:16.368086'
'2020JUL;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;341;2023-10-20 14:46:16.368086'
'2020AGO;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;656;2023-10-20 14:46:16.368086'
'2020SET;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;761;2023-10-20 14:46:16.368086'
'2020OUT;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;776;2023-10-20 14:46:16.368086'
'2020NOV;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1009;2023-10-20 14:46:16.368086'
'2020DEZ;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1327;2023-10-20 14:46:16.368086'
'2020JAN;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020FEV;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAR;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020ABR;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAI;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUN;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUL;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020AGO;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020SET;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020OUT;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020NOV;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020DEZ;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JAN;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;2033;2023-10-20 14:46:16.368086'
'2020FEV;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;2039,817;2023-10-20 14:46:16.368086'
'2020MAR;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;2233,864;2023-10-20 14:46:16.368086'
'2020ABR;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;1897;2023-10-20 14:46:16.368086'
'2020MAI;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;1759,556;2023-10-20 14:46:16.368086'
'2020JUN;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;1690;2023-10-20 14:46:16.368086'
'2020JUL;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;2485;2023-10-20 14:46:16.368086'
'2020AGO;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;1604;2023-10-20 14:46:16.368086'
'2020SET;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;2527,707;2023-10-20 14:46:16.368086'
'2020OUT;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;3991,601;2023-10-20 14:46:16.368086'
'2020NOV;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;4925;2023-10-20 14:46:16.368086'
'2020DEZ;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;3003;2023-10-20 14:46:16.368086'
'2020JAN;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;27118,505;2023-10-20 14:46:16.368086'
'2020FEV;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;22383,562;2023-10-20 14:46:16.368086'
'2020MAR;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;20448,43;2023-10-20 14:46:16.368086'
'2020ABR;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;14651,803;2023-10-20 14:46:16.368086'
'2020MAI;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;15091,076;2023-10-20 14:46:16.368086'
'2020JUN;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;12113,966;2023-10-20 14:46:16.368086'
'2020JUL;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;22951,328;2023-10-20 14:46:16.368086'
'2020AGO;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;18872,302;2023-10-20 14:46:16.368086'
'2020SET;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;19329,804;2023-10-20 14:46:16.368086'
'2020OUT;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;18230,039;2023-10-20 14:46:16.368086'
'2020NOV;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;16960,542;2023-10-20 14:46:16.368086'
'2020DEZ;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;24742,145;2023-10-20 14:46:16.368086'
'2020JAN;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2612;2023-10-20 14:46:16.368086'
'2020FEV;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2099;2023-10-20 14:46:16.368086'
'2020MAR;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;1999,7;2023-10-20 14:46:16.368086'
'2020ABR;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;1567;2023-10-20 14:46:16.368086'
'2020MAI;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;1986;2023-10-20 14:46:16.368086'
'2020JUN;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;1850;2023-10-20 14:46:16.368086'
'2020JUL;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2643,394;2023-10-20 14:46:16.368086'
'2020AGO;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2431,1;2023-10-20 14:46:16.368086'
'2020SET;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2432,2;2023-10-20 14:46:16.368086'
'2020OUT;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2671,5;2023-10-20 14:46:16.368086'
'2020NOV;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2425,2;2023-10-20 14:46:16.368086'
'2020DEZ;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2773;2023-10-20 14:46:16.368086'
'2020JAN;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;664,5;2023-10-20 14:46:16.368086'
'2020FEV;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;777,81;2023-10-20 14:46:16.368086'
'2020MAR;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;893;2023-10-20 14:46:16.368086'
'2020ABR;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;507,845;2023-10-20 14:46:16.368086'
'2020MAI;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;883,962;2023-10-20 14:46:16.368086'
'2020JUN;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;647;2023-10-20 14:46:16.368086'
'2020JUL;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;537,96;2023-10-20 14:46:16.368086'
'2020AGO;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;718,436;2023-10-20 14:46:16.368086'
'2020SET;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;800;2023-10-20 14:46:16.368086'
'2020OUT;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;850,048;2023-10-20 14:46:16.368086'
'2020NOV;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;523,23;2023-10-20 14:46:16.368086'
'2020DEZ;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;694,467;2023-10-20 14:46:16.368086'
'2020JAN;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;3370,995;2023-10-20 14:46:16.368086'
'2020FEV;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;4464,114;2023-10-20 14:46:16.368086'
'2020MAR;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;4407,813;2023-10-20 14:46:16.368086'
'2020ABR;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;3363,963;2023-10-20 14:46:16.368086'
'2020MAI;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5065,823;2023-10-20 14:46:16.368086'
'2020JUN;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;4966,42;2023-10-20 14:46:16.368086'
'2020JUL;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5526,544;2023-10-20 14:46:16.368086'
'2020AGO;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5211,03;2023-10-20 14:46:16.368086'
'2020SET;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5605,297;2023-10-20 14:46:16.368086'
'2020OUT;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5731,916;2023-10-20 14:46:16.368086'
'2020NOV;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5417,402;2023-10-20 14:46:16.368086'
'2020DEZ;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;6251,46;2023-10-20 14:46:16.368086'
'2020JAN;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2267;2023-10-20 14:46:16.368086'
'2020FEV;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1994;2023-10-20 14:46:16.368086'
'2020MAR;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2268,5;2023-10-20 14:46:16.368086'
'2020ABR;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2438;2023-10-20 14:46:16.368086'
'2020MAI;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1639;2023-10-20 14:46:16.368086'
'2020JUN;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1880,5;2023-10-20 14:46:16.368086'
'2020JUL;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1935;2023-10-20 14:46:16.368086'
'2020AGO;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2002;2023-10-20 14:46:16.368086'
'2020SET;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1965;2023-10-20 14:46:16.368086'
'2020OUT;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2266;2023-10-20 14:46:16.368086'
'2020NOV;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2116;2023-10-20 14:46:16.368086'
'2020DEZ;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1841;2023-10-20 14:46:16.368086'
'2020JAN;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;268;2023-10-20 14:46:16.368086'
'2020FEV;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;223;2023-10-20 14:46:16.368086'
'2020MAR;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;209;2023-10-20 14:46:16.368086'
'2020ABR;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;83;2023-10-20 14:46:16.368086'
'2020MAI;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;88;2023-10-20 14:46:16.368086'
'2020JUN;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;100;2023-10-20 14:46:16.368086'
'2020JUL;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;151;2023-10-20 14:46:16.368086'
'2020AGO;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;167;2023-10-20 14:46:16.368086'
'2020SET;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;169;2023-10-20 14:46:16.368086'
'2020OUT;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;175;2023-10-20 14:46:16.368086'
'2020NOV;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;122;2023-10-20 14:46:16.368086'
'2020DEZ;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;140;2023-10-20 14:46:16.368086'
'2020JAN;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020FEV;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAR;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020ABR;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAI;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUN;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUL;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020AGO;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020SET;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020OUT;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020NOV;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020DEZ;MATO GROSSO;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JAN;GOIÁS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020FEV;GOIÁS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAR;GOIÁS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020ABR;GOIÁS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020MAI;GOIÁS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUN;GOIÁS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020JUL;GOIÁS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020AGO;GOIÁS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2020SET;GOIÁS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
